0.631	1.56555	0.39026
0.632	1.56872	0.39116
0.633	1.57188	0.392061
0.634	1.57505	0.392963
0.635	1.57822	0.393865
0.636	1.58138	0.394768
0.637	1.58456	0.395671
0.638	1.58773	0.396575
0.639	1.5909	0.39748
0.64	1.59408	0.398385
0.641	1.59725	0.39929
0.642	1.60043	0.408975
0.643	1.60361	0.409882
0.644	1.60679	0.41079
0.645	1.60998	0.411697
0.646	1.61316	0.412606
0.647	1.61635	0.413515
0.648	1.61953	0.414425
0.649	1.62272	0.415335
0.65	1.62591	0.416246
0.651	1.62911	0.417157
0.652	1.6323	0.418069
0.653	1.63549	0.418981
0.654	1.63869	0.419894
0.655	1.64189	0.420808
0.656	1.64509	0.421722
0.657	1.64829	0.422637
0.658	1.65149	0.423552
0.659	1.65469	0.424468
0.66	1.6579	0.425384
0.661	1.6611	0.426301
0.662	1.66431	0.427218
0.663	1.66752	0.428136
0.664	1.67073	0.429055
0.665	1.67394	0.429974
0.666	1.67716	0.430894
0.667	1.68037	0.431814
0.668	1.68359	0.432735
0.669	1.6868	0.433656
0.67	1.69002	0.434578
0.671	1.69324	0.435501
0.672	1.69647	0.436424
0.673	1.69969	0.437347
0.674	1.70292	0.438271
0.675	1.70614	0.439196
0.676	1.70937	0.440121
0.677	1.7126	0.441047
0.678	1.71583	0.441973
0.679	1.71906	0.4429
0.68	1.7223	0.443828
0.681	1.72553	0.444756
0.682	1.72877	0.445684
0.683	1.732	0.446613
0.684	1.73524	0.447543
0.685	1.73848	0.448473
0.686	1.74173	0.449404
0.687	1.74497	0.450335
0.688	1.74821	0.451267
0.689	1.75146	0.452199
0.69	1.75471	0.453132
0.691	1.75796	0.454065
0.692	1.76121	0.454999
0.693	1.76446	0.455934
0.694	1.76771	0.456869
0.695	1.77097	0.457804
0.696	1.77423	0.45874
0.697	1.77748	0.459677
0.698	1.78074	0.460614
0.699	1.784	0.461552
0.7	1.78726	0.46249
0.701	1.79053	0.463429
0.702	1.79379	0.464368
0.703	1.79706	0.465308
0.704	1.80033	0.466248
0.705	1.80359	0.467189
0.706	1.80686	0.468131
0.707	1.81014	0.469073
0.708	1.81341	0.470015
0.709	1.81668	0.470958
0.71	1.81996	0.471902
0.711	1.82324	0.472846
0.712	1.82651	0.47379
0.713	1.82979	0.474735
0.714	1.83308	0.475681
0.715	1.83636	0.476627
0.716	1.83964	0.477574
0.717	1.84293	0.478521
0.718	1.84621	0.479469
0.719	1.8495	0.480417
0.72	1.85279	0.481366
0.721	1.85608	0.482316
0.722	1.85938	0.483265
0.723	1.86267	0.484216
0.724	1.86596	0.485167
0.725	1.86926	0.486118
0.726	1.87256	0.48707
0.727	1.87586	0.488023
0.728	1.87916	0.488976
0.729	1.88246	0.489929
0.73	1.88576	0.490883
0.731	1.88907	0.491838
0.732	1.89237	0.492793
