  0.11188E+01  0.74178E+01  0.24066E+01
  0.11177E+01  0.74088E+01  0.24026E+01
  0.11167E+01  0.73999E+01  0.23986E+01
  0.11157E+01  0.73910E+01  0.23947E+01
  0.11146E+01  0.73821E+01  0.23908E+01
  0.11136E+01  0.73733E+01  0.23868E+01
  0.11126E+01  0.73644E+01  0.23829E+01
  0.11115E+01  0.73555E+01  0.23789E+01
  0.11105E+01  0.73465E+01  0.23750E+01
  0.11095E+01  0.73376E+01  0.23711E+01
  0.11084E+01  0.73286E+01  0.23671E+01
  0.11074E+01  0.73197E+01  0.23632E+01
  0.11063E+01  0.73107E+01  0.23593E+01
  0.11053E+01  0.73017E+01  0.23554E+01
  0.11042E+01  0.72927E+01  0.23515E+01
  0.11032E+01  0.72836E+01  0.23475E+01
  0.11021E+01  0.72746E+01  0.23436E+01
  0.11010E+01  0.72655E+01  0.23397E+01
  0.11000E+01  0.72563E+01  0.23358E+01
  0.10989E+01  0.72471E+01  0.23319E+01
  0.10978E+01  0.72379E+01  0.23280E+01
  0.10967E+01  0.72286E+01  0.23241E+01
  0.10956E+01  0.72192E+01  0.23202E+01
  0.10945E+01  0.72097E+01  0.23163E+01
  0.10934E+01  0.72000E+01  0.23125E+01
  0.10922E+01  0.71900E+01  0.23086E+01
  0.10910E+01  0.71796E+01  0.23047E+01
  0.10900E+01  0.71710E+01  0.23008E+01
  0.10890E+01  0.71625E+01  0.22969E+01
  0.10880E+01  0.71540E+01  0.22931E+01
  0.10870E+01  0.71454E+01  0.22892E+01
  0.10860E+01  0.71369E+01  0.22854E+01
  0.10850E+01  0.71283E+01  0.22815E+01
  0.10840E+01  0.71197E+01  0.22776E+01
  0.10830E+01  0.71112E+01  0.22738E+01
  0.10820E+01  0.71026E+01  0.22699E+01
  0.10810E+01  0.70940E+01  0.22661E+01
  0.10800E+01  0.70854E+01  0.22623E+01
  0.10789E+01  0.70768E+01  0.22584E+01
  0.10779E+01  0.70682E+01  0.22546E+01
  0.10769E+01  0.70595E+01  0.22508E+01
  0.10759E+01  0.70509E+01  0.22469E+01
  0.10749E+01  0.70423E+01  0.22431E+01
  0.10739E+01  0.70336E+01  0.22393E+01
  0.10728E+01  0.70249E+01  0.22355E+01
  0.10718E+01  0.70162E+01  0.22316E+01
  0.10708E+01  0.70075E+01  0.22278E+01
  0.10697E+01  0.69987E+01  0.22240E+01
  0.10687E+01  0.69900E+01  0.22202E+01
  0.10677E+01  0.69811E+01  0.22164E+01
  0.10666E+01  0.69723E+01  0.22126E+01
  0.10656E+01  0.69635E+01  0.22088E+01
  0.10646E+01  0.69548E+01  0.22050E+01
  0.10635E+01  0.69462E+01  0.22012E+01
  0.10625E+01  0.69375E+01  0.21974E+01
  0.10615E+01  0.69288E+01  0.21936E+01
  0.10605E+01  0.69201E+01  0.21898E+01
  0.10594E+01  0.69114E+01  0.21860E+01
  0.10584E+01  0.69027E+01  0.21823E+01
  0.10573E+01  0.68935E+01  0.21785E+01
  0.10562E+01  0.68839E+01  0.21747E+01
  0.10551E+01  0.68745E+01  0.21709E+01
  0.10540E+01  0.68652E+01  0.21671E+01
  0.10528E+01  0.68558E+01  0.21634E+01
  0.10517E+01  0.68463E+01  0.21596E+01
  0.10506E+01  0.68368E+01  0.21558E+01
  0.10494E+01  0.68272E+01  0.21521E+01
  0.10483E+01  0.68173E+01  0.21483E+01
  0.10470E+01  0.68068E+01  0.21445E+01
  0.10459E+01  0.67970E+01  0.21408E+01
  0.10449E+01  0.67886E+01  0.21370E+01
